"station","year","month"
"PAST3","1931","OCT"
"PAST3","1931","NOV"
"PAST3","1931","DEC"
"PAST3","1932","JAN"
"PAST3","1932","FEB"
"PAST3","1932","MAR"
"PAST3","1932","APR"
"PAST3","1932","MAY"
"PAST3","1932","JUN"
"PAST3","1932","JUL"
"PAST3","1932","AUG"
"PAST3","1932","SEP"
"PAST3","1932","OCT"
"PAST3","1932","NOV"
"PAST3","1932","DEC"
"PAST3","1933","JAN"
"PAST3","1933","FEB"
"PAST3","1933","MAR"
"PAST3","1933","APR"
"PAST3","1933","MAY"
"PAST3","1933","JUN"
"PAST3","1933","JUL"
"PAST3","1933","AUG"
"PAST3","1933","SEP"
"PAST3","1933","OCT"
"PAST3","1933","NOV"
"PAST3","1933","DEC"
"PAST3","1934","JAN"
"PAST3","1934","FEB"
"PAST3","1934","MAR"
"PAST3","1934","APR"
"PAST3","1934","MAY"
"PAST3","1934","JUN"
"PAST3","1934","JUL"
"PAST3","1934","AUG"
"PAST3","1934","SEP"
"PAST3","1934","OCT"
"PAST3","1934","NOV"
"PAST3","1934","DEC"
"PAST3","1935","JAN"
"PAST3","1935","FEB"
"PAST3","1935","MAR"
"PAST3","1935","APR"
"PAST3","1935","MAY"
"PAST3","1935","JUN"
"PAST3","1935","JUL"
"PAST3","1935","AUG"
"PAST3","1935","SEP"
"PAST3","1935","OCT"
"PAST3","1935","NOV"
"PAST3","1935","DEC"
"PAST3","1936","JAN"
"PAST3","1936","FEB"
"PAST3","1936","MAR"
"PAST3","1936","APR"
"PAST3","1936","MAY"
"PAST3","1936","JUN"
"PAST3","1936","JUL"
"PAST3","1936","AUG"
"PAST3","1936","SEP"
"PAST3","1936","OCT"
"PAST3","1936","NOV"
"PAST3","1936","DEC"
"PAST3","1937","JAN"
"PAST3","1937","FEB"
"PAST3","1937","MAR"
"PAST3","1937","APR"
"PAST3","1937","MAY"
"PAST3","1937","JUN"
"PAST3","1937","JUL"
"PAST3","1937","AUG"
"PAST3","1937","SEP"
"PAST3","1937","OCT"
"PAST3","1937","NOV"
"PAST3","1937","DEC"
"PAST3","1938","JAN"
"PAST3","1938","FEB"
"PAST3","1938","MAR"
"PAST3","1938","APR"
"PAST3","1938","MAY"
"PAST3","1938","JUN"
"PAST3","1938","JUL"
"PAST3","1938","AUG"
"PAST3","1938","SEP"
"PAST3","1938","OCT"
"PAST3","1938","NOV"
"PAST3","1938","DEC"
"PAST3","1939","JAN"
"PAST3","1939","FEB"
"PAST3","1939","MAR"
"PAST3","1939","APR"
"PAST3","1939","MAY"
"PAST3","1939","JUN"
"PAST3","1939","JUL"
"PAST3","1939","AUG"
"PAST3","1939","SEP"
"PAST3","1939","OCT"
"PAST3","1939","NOV"
"PAST3","1939","DEC"
"PAST3","1940","JAN"
"PAST3","1940","FEB"
"PAST3","1940","MAR"
"PAST3","1940","APR"
"PAST3","1940","MAY"
"PAST3","1940","JUN"
"PAST3","1940","JUL"
"PAST3","1940","AUG"
"PAST3","1940","SEP"
"PAST3","1940","OCT"
"PAST3","1940","NOV"
"PAST3","1940","DEC"
"PAST3","1941","JAN"
"PAST3","1941","FEB"
"PAST3","1941","MAR"
"PAST3","1941","APR"
"PAST3","1941","MAY"
"PAST3","1941","JUN"
"PAST3","1941","JUL"
"PAST3","1941","AUG"
"PAST3","1941","SEP"
"PAST3","1941","OCT"
"PAST3","1941","NOV"
"PAST3","1941","DEC"
"PAST3","1942","JAN"
"PAST3","1942","FEB"
"PAST3","1942","MAR"
"PAST3","1942","APR"
"PAST3","1942","MAY"
"PAST3","1942","JUN"
"PAST3","1942","JUL"
"PAST3","1942","AUG"
"PAST3","1942","SEP"
"PAST3","1942","OCT"
"PAST3","1942","NOV"
"PAST3","1942","DEC"
"PAST3","1943","JAN"
"PAST3","1943","FEB"
"PAST3","1943","MAR"
"PAST3","1943","APR"
"PAST3","1943","MAY"
"PAST3","1943","JUN"
"PAST3","1943","JUL"
"PAST3","1943","AUG"
"PAST3","1943","SEP"
"PAST3","1943","OCT"
"PAST3","1943","NOV"
"PAST3","1943","DEC"
"PAST3","1944","JAN"
"PAST3","1944","FEB"
"PAST3","1944","MAR"
"PAST3","1944","APR"
"PAST3","1944","MAY"
"PAST3","1944","JUN"
"PAST3","1944","JUL"
"PAST3","1944","AUG"
"PAST3","1944","SEP"
"PAST3","1944","OCT"
"PAST3","1944","NOV"
"PAST3","1944","DEC"
"PAST3","1945","JAN"
"PAST3","1945","FEB"
"PAST3","1945","MAR"
"PAST3","1945","APR"
"PAST3","1945","MAY"
"PAST3","1945","JUN"
"PAST3","1945","JUL"
"PAST3","1945","AUG"
"PAST3","1945","SEP"
"PAST3","1945","OCT"
"PAST3","1945","DEC"
"PAST3","1946","JAN"
"PAST3","1946","FEB"
"PAST3","1946","MAR"
"PAST3","1946","APR"
"PAST3","1946","MAY"
"PAST3","1946","JUN"
"PAST3","1946","JUL"
"PAST3","1946","AUG"
"PAST3","1946","SEP"
"PAST3","1946","OCT"
"PAST3","1946","NOV"
"PAST3","1946","DEC"
"PAST3","1947","JAN"
"PAST3","1947","FEB"
"PAST3","1947","MAR"
"PAST3","1947","APR"
"PAST3","1947","MAY"
"PAST3","1947","JUN"
"PAST3","1947","JUL"
"PAST3","1947","AUG"
"PAST3","1947","SEP"
"PAST3","1947","OCT"
"PAST3","1947","NOV"
"PAST3","1947","DEC"
"PAST3","1948","JAN"
"PAST3","1948","FEB"
"PAST3","1948","MAR"
"PAST3","1948","APR"
"PAST3","1948","MAY"
"PAST3","1948","JUN"
"PAST3","1948","JUL"
"PAST3","1948","AUG"
"PAST3","1948","SEP"
"PAST3","1948","OCT"
"PAST3","1948","NOV"
"PAST3","1948","DEC"
"PAST3","1949","JAN"
"PAST3","1949","FEB"
"PAST3","1949","MAR"
"PAST3","1949","APR"
"PAST3","1949","MAY"
"PAST3","1949","JUN"
"PAST3","1949","JUL"
"PAST3","1949","AUG"
"PAST3","1949","SEP"
"PAST3","1949","OCT"
"PAST3","1949","NOV"
"PAST3","1949","DEC"
"PAST3","1950","JAN"
"PAST3","1950","FEB"
"PAST3","1950","MAR"
"PAST3","1950","APR"
"PAST3","1950","MAY"
"PAST3","1950","JUN"
"PAST3","1950","JUL"
"PAST3","1950","AUG"
"PAST3","1950","SEP"
"PAST3","1950","OCT"
"PAST3","1950","NOV"
"PAST3","1950","DEC"
"PAST3","1951","JAN"
"PAST3","1951","FEB"
"PAST3","1951","MAR"
"PAST3","1951","APR"
"PAST3","1951","MAY"
"PAST3","1951","JUN"
"PAST3","1951","JUL"
"PAST3","1951","AUG"
"PAST3","1951","SEP"
"PAST3","1951","OCT"
"PAST3","1951","NOV"
"PAST3","1951","DEC"
"PAST3","1952","JAN"
"PAST3","1952","FEB"
"PAST3","1952","MAR"
"PAST3","1952","APR"
"PAST3","1952","MAY"
"PAST3","1952","JUN"
"PAST3","1952","JUL"
"PAST3","1952","AUG"
"PAST3","1952","SEP"
"PAST3","1952","OCT"
"PAST3","1952","NOV"
"PAST3","1952","DEC"
"PAST3","1953","JAN"
"PAST3","1953","FEB"
"PAST3","1953","MAR"
"PAST3","1953","APR"
"PAST3","1953","MAY"
"PAST3","1953","JUN"
"PAST3","1953","JUL"
"PAST3","1953","AUG"
"PAST3","1953","SEP"
"PAST3","1953","OCT"
"PAST3","1953","NOV"
"PAST3","1953","DEC"
"PAST3","1954","JAN"
"PAST3","1954","FEB"
"PAST3","1954","MAR"
"PAST3","1954","APR"
"PAST3","1954","MAY"
"PAST3","1954","JUN"
"PAST3","1954","JUL"
"PAST3","1954","AUG"
"PAST3","1954","SEP"
"PAST3","1954","OCT"
"PAST3","1954","NOV"
"PAST3","1954","DEC"
"PAST3","1955","JAN"
"PAST3","1955","FEB"
"PAST3","1955","MAR"
"PAST3","1955","JUL"
"PAST3","1955","AUG"
"PAST3","1955","SEP"
"PAST3","1955","OCT"
"PAST3","1955","NOV"
"PAST3","1955","DEC"
"PAST3","1956","JAN"
"PAST3","1956","FEB"
"PAST3","1956","MAR"
"PAST3","1956","APR"
"PAST3","1956","MAY"
"PAST3","1956","JUN"
"PAST3","1956","JUL"
"PAST3","1956","AUG"
"PAST3","1956","SEP"
"PAST3","1956","OCT"
"PAST3","1956","NOV"
"PAST3","1956","DEC"
"PAST3","1957","JAN"
"PAST3","1957","FEB"
"PAST3","1957","MAR"
"PAST3","1957","APR"
"PAST3","1957","MAY"
"PAST3","1957","JUN"
"PAST3","1957","JUL"
"PAST3","1957","AUG"
"PAST3","1957","SEP"
"PAST3","1957","OCT"
"PAST3","1957","NOV"
"PAST3","1957","DEC"
"PAST3","1958","JAN"
"PAST3","1958","FEB"
"PAST3","1958","MAR"
"PAST3","1958","APR"
"PAST3","1958","MAY"
"PAST3","1958","JUN"
"PAST3","1958","JUL"
"PAST3","1958","AUG"
"PAST3","1958","SEP"
"PAST3","1958","OCT"
"PAST3","1958","NOV"
"PAST3","1958","DEC"
"PAST3","1959","FEB"
"PAST3","1959","MAR"
"PAST3","1959","APR"
"PAST3","1959","MAY"
"PAST3","1959","JUN"
"PAST3","1959","JUL"
"PAST3","1959","AUG"
"PAST3","1959","SEP"
"PAST3","1959","OCT"
"PAST3","1959","NOV"
"PAST3","1959","DEC"
"PAST3","1960","JAN"
"PAST3","1960","FEB"
"PAST3","1960","MAR"
"PAST3","1960","APR"
"PAST3","1960","MAY"
"PAST3","1960","JUN"
"PAST3","1960","JUL"
"PAST3","1960","AUG"
"PAST3","1960","SEP"
"PAST3","1960","OCT"
"PAST3","1960","NOV"
"PAST3","1960","DEC"
"PAST3","1961","JAN"
"PAST3","1961","FEB"
"PAST3","1961","MAR"
"PAST3","1961","APR"
"PAST3","1961","MAY"
"PAST3","1961","JUN"
"PAST3","1961","JUL"
"PAST3","1961","AUG"
"PAST3","1961","SEP"
"PAST3","1961","OCT"
"PAST3","1961","NOV"
"PAST3","1961","DEC"
"PAST3","1962","JAN"
"PAST3","1962","FEB"
"PAST3","1962","MAR"
"PAST3","1962","APR"
"PAST3","1962","MAY"
"PAST3","1962","JUN"
"PAST3","1962","JUL"
"PAST3","1962","AUG"
"PAST3","1962","SEP"
"PAST3","1962","OCT"
"PAST3","1962","NOV"
"PAST3","1962","DEC"
"PAST3","1963","JAN"
"PAST3","1963","FEB"
"PAST3","1963","MAR"
"PAST3","1963","APR"
"PAST3","1963","MAY"
"PAST3","1963","JUN"
"PAST3","1963","JUL"
"PAST3","1963","AUG"
"PAST3","1963","SEP"
"PAST3","1963","OCT"
"PAST3","1963","NOV"
"PAST3","1963","DEC"
"PAST3","1964","JAN"
"PAST3","1964","FEB"
"PAST3","1964","MAR"
"PAST3","1964","APR"
"PAST3","1964","MAY"
"PAST3","1964","JUN"
"PAST3","1964","JUL"
"PAST3","1964","AUG"
"PAST3","1964","SEP"
"PAST3","1964","OCT"
"PAST3","1964","NOV"
"PAST3","1964","DEC"
"PAST3","1965","JAN"
"PAST3","1965","FEB"
"PAST3","1965","MAR"
"PAST3","1965","APR"
"PAST3","1965","MAY"
"PAST3","1965","JUN"
"PAST3","1965","JUL"
"PAST3","1965","AUG"
"PAST3","1965","SEP"
"PAST3","1965","OCT"
"PAST3","1965","NOV"
"PAST3","1965","DEC"
"PAST3","1966","JAN"
"PAST3","1966","FEB"
"PAST3","1966","MAR"
"PAST3","1966","APR"
"PAST3","1966","MAY"
"PAST3","1966","JUN"
"PAST3","1966","JUL"
"PAST3","1966","AUG"
"PAST3","1966","SEP"
"PAST3","1966","OCT"
"PAST3","1966","NOV"
"PAST3","1966","DEC"
"PAST3","1967","JAN"
"PAST3","1967","FEB"
"PAST3","1967","MAR"
"PAST3","1967","APR"
"PAST3","1967","MAY"
"PAST3","1967","JUN"
"PAST3","1967","JUL"
"PAST3","1967","AUG"
"PAST3","1967","SEP"
"PAST3","1967","OCT"
"PAST3","1967","NOV"
"PAST3","1967","DEC"
"PAST3","1968","JAN"
"PAST3","1968","FEB"
"PAST3","1968","MAR"
"PAST3","1968","APR"
"PAST3","1968","MAY"
"PAST3","1968","JUN"
"PAST3","1968","JUL"
"PAST3","1968","AUG"
"PAST3","1968","SEP"
"PAST3","1968","OCT"
"PAST3","1968","NOV"
"PAST3","1968","DEC"
"PAST3","1969","JAN"
"PAST3","1969","FEB"
"PAST3","1969","MAR"
"PAST3","1969","APR"
"PAST3","1969","MAY"
"PAST3","1969","JUN"
"PAST3","1969","JUL"
"PAST3","1969","AUG"
"PAST3","1969","SEP"
"PAST3","1969","OCT"
"PAST3","1969","NOV"
"PAST3","1969","DEC"
"PAST3","1970","JAN"
"PAST3","1970","FEB"
"PAST3","1970","MAR"
"PAST3","1970","APR"
"PAST3","1970","MAY"
"PAST3","1970","JUN"
"PAST3","1970","JUL"
"PAST3","1970","AUG"
"PAST3","1970","SEP"
"PAST3","1970","OCT"
"PAST3","1970","NOV"
"PAST3","1970","DEC"
"PAST3","1971","JAN"
"PAST3","1971","FEB"
"PAST3","1971","MAR"
"PAST3","1971","APR"
"PAST3","1971","MAY"
"PAST3","1971","JUN"
"PAST3","1977","AUG"
"PAST3","1992","JUN"
"PAST3","1992","OCT"
"PAST3","1993","APR"
"PAST3","1995","AUG"
"PAST3","1999","MAR"
"ROAD","1923","JAN"
"ROAD","1942","MAY"
"ROAD","1942","JUN"
"ROAD","1949","JUN"
"ROAD","1950","DEC"
"ROAD","1953","JAN"
"ROAD","1956","NOV"
"ROAD","1957","MAY"
"ROAD","1958","MAY"
"ROAD","1959","APR"
"ROAD","1981","MAR"
"ROAD","1992","FEB"
"ROAD","1992","JUN"
"ROAD","1992","OCT"
"ROAD","1993","APR"
"ROAD","2003","APR"
"ROAD","2003","JUN"
"RODEN","1942","MAY"
"RODEN","1942","JUN"
"RODEN","1950","MAR"
"RODEN","1953","JAN"
"RODEN","1955","MAR"
"RODEN","1956","OCT"
"RODEN","1957","MAY"
"RODEN","1958","MAY"
"RODEN","1959","APR"
"RODEN","1992","OCT"
"RODEN","1993","APR"
"RODEN","1997","JUN"
"RODEN","2004","SEP"
"RODEN","2006","OCT"
"RODEN","2011","SEP"
"RUELA","1923","JAN"
"RUELA","1923","FEB"
"RUELA","1923","MAR"
"RUELA","1923","APR"
"RUELA","1923","MAY"
"RUELA","1923","JUN"
"RUELA","1923","JUL"
"RUELA","1923","AUG"
"RUELA","1923","SEP"
"RUELA","1923","OCT"
"RUELA","1923","NOV"
"RUELA","1923","DEC"
"RUELA","1942","MAY"
"RUELA","1942","JUN"
"RUELA","1949","JUN"
"RUELA","1953","JAN"
"RUELA","1953","DEC"
"RUELA","1955","MAR"
"RUELA","1956","SEP"
"RUELA","1956","NOV"
"RUELA","1969","OCT"
"RUELA","1980","OCT"
"RUELA","1980","NOV"
"RUELA","1991","MAY"
"RUELA","1992","OCT"
"RUELA","1993","APR"
"RUELA","2004","MAR"
"RUELA","2004","APR"
"RUELA","2005","JAN"
"RUELA","2007","MAY"
"SW","1928","APR"
"SW","1928","MAY"
"SW","1930","OCT"
"SW","1942","MAY"
"SW","1942","JUN"
"SW","1953","JAN"
"SW","1956","NOV"
"SW","1957","MAY"
"SW","1958","MAY"
"SW","1959","APR"
"SW","1992","OCT"
"SW","1993","APR"
"SW","2006","DEC"
"WHITE","1942","MAY"
"WHITE","1942","JUN"
"WHITE","1949","JUN"
"WHITE","1953","JAN"
"WHITE","1955","MAR"
"WHITE","1956","JUN"
"WHITE","1956","NOV"
"WHITE","1957","MAY"
"WHITE","1958","MAY"
"WHITE","1959","APR"
"WHITE","1980","APR"
"WHITE","1980","OCT"
"WHITE","1991","MAY"
"WHITE","1992","JUN"
"WHITE","1992","OCT"
"WHITE","1993","JUN"
"WHITE","1999","MAY"
"WHITE","2002","AUG"
"WHITE","2003","MAR"
"WHITE","2003","APR"
"WHITE","2003","MAY"
"WHITE","2003","JUN"
"WHITE","2003","JUL"
"WHITE","2003","AUG"
"WHITE","2003","SEP"
"WHITE","2003","OCT"
"WHITE","2003","NOV"
"WHITE","2003","DEC"
"WHITE","2004","MAR"
"WHITE","2005","JUL"
