"station","year","month"
"IBP","1935","OCT"
"IBP","1935","NOV"
"IBP","1935","DEC"
"IBP","1936","JAN"
"IBP","1936","FEB"
"IBP","1936","MAR"
"IBP","1936","APR"
"IBP","1936","MAY"
"IBP","1936","JUN"
"IBP","1936","JUL"
"IBP","1936","AUG"
"IBP","1936","SEP"
"IBP","1936","OCT"
"IBP","1936","NOV"
"IBP","1936","DEC"
"IBP","1937","JAN"
"IBP","1937","FEB"
"IBP","1937","MAR"
"IBP","1937","APR"
"IBP","1937","MAY"
"IBP","1937","JUN"
"IBP","1937","JUL"
"IBP","1937","AUG"
"IBP","1937","SEP"
"IBP","1937","OCT"
"IBP","1937","NOV"
"IBP","1937","DEC"
"IBP","1938","JAN"
"IBP","1938","FEB"
"IBP","1938","MAR"
"IBP","1938","APR"
"IBP","1938","MAY"
"IBP","1938","JUN"
"IBP","1938","JUL"
"IBP","1938","AUG"
"IBP","1938","SEP"
"IBP","1938","OCT"
"IBP","1938","NOV"
"IBP","1938","DEC"
"IBP","1939","JAN"
"IBP","1939","FEB"
"IBP","1939","MAR"
"IBP","1939","APR"
"IBP","1939","MAY"
"IBP","1939","JUN"
"IBP","1939","JUL"
"IBP","1939","AUG"
"IBP","1939","SEP"
"IBP","1939","OCT"
"IBP","1939","NOV"
"IBP","1939","DEC"
"IBP","1940","JAN"
"IBP","1940","FEB"
"IBP","1940","MAR"
"IBP","1940","APR"
"IBP","1940","MAY"
"IBP","1940","JUN"
"IBP","1940","JUL"
"IBP","1940","AUG"
"IBP","1940","SEP"
"IBP","1940","OCT"
"IBP","1940","NOV"
"IBP","1940","DEC"
"IBP","1941","JAN"
"IBP","1941","FEB"
"IBP","1941","MAR"
"IBP","1941","APR"
"IBP","1941","MAY"
"IBP","1941","JUN"
"IBP","1941","JUL"
"IBP","1941","AUG"
"IBP","1941","SEP"
"IBP","1941","OCT"
"IBP","1941","NOV"
"IBP","1941","DEC"
"IBP","1942","JAN"
"IBP","1942","FEB"
"IBP","1942","MAR"
"IBP","1942","APR"
"IBP","1942","MAY"
"IBP","1942","JUN"
"IBP","1942","JUL"
"IBP","1942","AUG"
"IBP","1942","SEP"
"IBP","1942","OCT"
"IBP","1942","NOV"
"IBP","1942","DEC"
"IBP","1943","JAN"
"IBP","1943","FEB"
"IBP","1943","MAR"
"IBP","1943","APR"
"IBP","1943","MAY"
"IBP","1943","JUN"
"IBP","1943","JUL"
"IBP","1943","AUG"
"IBP","1943","SEP"
"IBP","1943","OCT"
"IBP","1943","NOV"
"IBP","1943","DEC"
"IBP","1944","JAN"
"IBP","1944","FEB"
"IBP","1944","MAR"
"IBP","1944","APR"
"IBP","1944","MAY"
"IBP","1944","JUN"
"IBP","1944","JUL"
"IBP","1944","AUG"
"IBP","1944","SEP"
"IBP","1944","OCT"
"IBP","1944","NOV"
"IBP","1944","DEC"
"IBP","1945","JAN"
"IBP","1945","FEB"
"IBP","1945","MAR"
"IBP","1945","APR"
"IBP","1945","MAY"
"IBP","1945","JUN"
"IBP","1945","JUL"
"IBP","1945","AUG"
"IBP","1945","SEP"
"IBP","1945","OCT"
"IBP","1945","DEC"
"IBP","1946","JAN"
"IBP","1946","FEB"
"IBP","1946","MAR"
"IBP","1946","APR"
"IBP","1946","MAY"
"IBP","1946","JUN"
"IBP","1946","JUL"
"IBP","1946","AUG"
"IBP","1946","SEP"
"IBP","1946","OCT"
"IBP","1946","NOV"
"IBP","1946","DEC"
"IBP","1947","JAN"
"IBP","1947","FEB"
"IBP","1947","MAR"
"IBP","1947","APR"
"IBP","1947","MAY"
"IBP","1947","JUN"
"IBP","1947","JUL"
"IBP","1947","AUG"
"IBP","1947","SEP"
"IBP","1947","OCT"
"IBP","1947","NOV"
"IBP","1947","DEC"
"IBP","1948","JAN"
"IBP","1948","FEB"
"IBP","1948","MAR"
"IBP","1948","APR"
"IBP","1948","MAY"
"IBP","1948","JUN"
"IBP","1948","JUL"
"IBP","1948","AUG"
"IBP","1948","SEP"
"IBP","1948","OCT"
"IBP","1948","NOV"
"IBP","1948","DEC"
"IBP","1949","JAN"
"IBP","1949","FEB"
"IBP","1949","MAR"
"IBP","1949","APR"
"IBP","1949","MAY"
"IBP","1949","JUN"
"IBP","1949","JUL"
"IBP","1949","AUG"
"IBP","1949","SEP"
"IBP","1949","OCT"
"IBP","1949","NOV"
"IBP","1949","DEC"
"IBP","1950","JAN"
"IBP","1950","FEB"
"IBP","1950","MAR"
"IBP","1950","APR"
"IBP","1950","MAY"
"IBP","1950","JUN"
"IBP","1950","JUL"
"IBP","1950","AUG"
"IBP","1950","SEP"
"IBP","1950","OCT"
"IBP","1950","NOV"
"IBP","1950","DEC"
"IBP","1951","JAN"
"IBP","1951","FEB"
"IBP","1951","MAR"
"IBP","1951","APR"
"IBP","1951","MAY"
"IBP","1951","JUN"
"IBP","1951","JUL"
"IBP","1951","AUG"
"IBP","1951","SEP"
"IBP","1951","OCT"
"IBP","1951","NOV"
"IBP","1951","DEC"
"IBP","1952","JAN"
"IBP","1952","FEB"
"IBP","1952","MAR"
"IBP","1952","APR"
"IBP","1952","MAY"
"IBP","1952","JUN"
"IBP","1952","JUL"
"IBP","1952","AUG"
"IBP","1952","SEP"
"IBP","1952","OCT"
"IBP","1952","NOV"
"IBP","1952","DEC"
"IBP","1953","JAN"
"IBP","1953","FEB"
"IBP","1953","MAR"
"IBP","1953","APR"
"IBP","1953","MAY"
"IBP","1953","JUN"
"IBP","1953","JUL"
"IBP","1953","AUG"
"IBP","1953","SEP"
"IBP","1953","OCT"
"IBP","1953","NOV"
"IBP","1953","DEC"
"IBP","1954","JAN"
"IBP","1954","FEB"
"IBP","1954","MAR"
"IBP","1954","APR"
"IBP","1954","MAY"
"IBP","1954","JUN"
"IBP","1954","JUL"
"IBP","1954","AUG"
"IBP","1954","SEP"
"IBP","1954","OCT"
"IBP","1954","NOV"
"IBP","1954","DEC"
"IBP","1955","JAN"
"IBP","1955","FEB"
"IBP","1955","MAR"
"IBP","1955","JUL"
"IBP","1955","AUG"
"IBP","1955","SEP"
"IBP","1955","OCT"
"IBP","1955","NOV"
"IBP","1955","DEC"
"IBP","1956","JAN"
"IBP","1956","FEB"
"IBP","1956","MAR"
"IBP","1956","APR"
"IBP","1956","MAY"
"IBP","1956","JUN"
"IBP","1956","JUL"
"IBP","1956","AUG"
"IBP","1956","SEP"
"IBP","1956","OCT"
"IBP","1956","NOV"
"IBP","1956","DEC"
"IBP","1957","JAN"
"IBP","1957","FEB"
"IBP","1957","MAR"
"IBP","1957","APR"
"IBP","1957","MAY"
"IBP","1957","JUN"
"IBP","1957","JUL"
"IBP","1957","AUG"
"IBP","1957","SEP"
"IBP","1957","OCT"
"IBP","1957","NOV"
"IBP","1957","DEC"
"IBP","1958","JAN"
"IBP","1958","FEB"
"IBP","1958","MAR"
"IBP","1958","APR"
"IBP","1958","MAY"
"IBP","1958","JUN"
"IBP","1958","JUL"
"IBP","1958","AUG"
"IBP","1958","SEP"
"IBP","1958","OCT"
"IBP","1958","NOV"
"IBP","1958","DEC"
"IBP","1959","FEB"
"IBP","1959","MAR"
"IBP","1959","APR"
"IBP","1959","MAY"
"IBP","1959","JUN"
"IBP","1959","JUL"
"IBP","1959","AUG"
"IBP","1959","SEP"
"IBP","1959","OCT"
"IBP","1959","NOV"
"IBP","1959","DEC"
"IBP","1960","JAN"
"IBP","1960","FEB"
"IBP","1960","MAR"
"IBP","1960","APR"
"IBP","1960","MAY"
"IBP","1960","JUN"
"IBP","1960","JUL"
"IBP","1960","AUG"
"IBP","1960","SEP"
"IBP","1960","OCT"
"IBP","1960","NOV"
"IBP","1960","DEC"
"IBP","1961","JAN"
"IBP","1961","FEB"
"IBP","1961","MAR"
"IBP","1961","APR"
"IBP","1961","MAY"
"IBP","1961","JUN"
"IBP","1961","JUL"
"IBP","1961","AUG"
"IBP","1961","SEP"
"IBP","1961","OCT"
"IBP","1961","NOV"
"IBP","1961","DEC"
"IBP","1962","JAN"
"IBP","1962","FEB"
"IBP","1962","MAR"
"IBP","1962","APR"
"IBP","1962","MAY"
"IBP","1962","JUN"
"IBP","1962","JUL"
"IBP","1962","AUG"
"IBP","1962","SEP"
"IBP","1962","OCT"
"IBP","1962","NOV"
"IBP","1962","DEC"
"IBP","1963","JAN"
"IBP","1963","FEB"
"IBP","1963","MAR"
"IBP","1963","APR"
"IBP","1963","MAY"
"IBP","1963","JUN"
"IBP","1963","JUL"
"IBP","1963","AUG"
"IBP","1963","SEP"
"IBP","1963","OCT"
"IBP","1963","NOV"
"IBP","1963","DEC"
"IBP","1964","JAN"
"IBP","1964","FEB"
"IBP","1964","MAR"
"IBP","1964","APR"
"IBP","1964","MAY"
"IBP","1964","JUN"
"IBP","1964","JUL"
"IBP","1964","AUG"
"IBP","1964","SEP"
"IBP","1964","OCT"
"IBP","1964","NOV"
"IBP","1964","DEC"
"IBP","1965","JAN"
"IBP","1965","FEB"
"IBP","1965","MAR"
"IBP","1965","APR"
"IBP","1965","MAY"
"IBP","1965","JUN"
"IBP","1965","JUL"
"IBP","1965","AUG"
"IBP","1965","SEP"
"IBP","1965","OCT"
"IBP","1965","NOV"
"IBP","1965","DEC"
"IBP","1966","JAN"
"IBP","1966","FEB"
"IBP","1966","MAR"
"IBP","1966","APR"
"IBP","1966","MAY"
"IBP","1966","JUN"
"IBP","1966","JUL"
"IBP","1966","AUG"
"IBP","1966","SEP"
"IBP","1966","OCT"
"IBP","1966","NOV"
"IBP","1966","DEC"
"IBP","1967","JAN"
"IBP","1967","FEB"
"IBP","1967","MAR"
"IBP","1967","APR"
"IBP","1967","MAY"
"IBP","1967","JUN"
"IBP","1967","JUL"
"IBP","1967","AUG"
"IBP","1967","SEP"
"IBP","1967","OCT"
"IBP","1967","NOV"
"IBP","1967","DEC"
"IBP","1968","JAN"
"IBP","1968","FEB"
"IBP","1968","MAR"
"IBP","1968","APR"
"IBP","1968","MAY"
"IBP","1968","JUN"
"IBP","1968","JUL"
"IBP","1968","AUG"
"IBP","1968","SEP"
"IBP","1968","OCT"
"IBP","1968","NOV"
"IBP","1968","DEC"
"IBP","1969","JAN"
"IBP","1969","FEB"
"IBP","1969","MAR"
"IBP","1969","APR"
"IBP","1969","MAY"
"IBP","1969","JUN"
"IBP","1969","JUL"
"IBP","1969","AUG"
"IBP","1969","SEP"
"IBP","1969","OCT"
"IBP","1969","NOV"
"IBP","1969","DEC"
"IBP","1970","JAN"
"IBP","1970","FEB"
"IBP","1970","MAR"
"IBP","1970","APR"
"IBP","1970","MAY"
"IBP","1970","JUN"
"IBP","1970","JUL"
"IBP","1970","AUG"
"IBP","1970","SEP"
"IBP","1970","OCT"
"IBP","1970","NOV"
"IBP","1970","DEC"
"IBP","1971","JAN"
"IBP","1971","FEB"
"IBP","1971","MAR"
"IBP","1971","APR"
"IBP","1971","MAY"
"IBP","1971","JUN"
"IBP","1980","NOV"
"IBP","2004","JUN"
"IBP","2004","OCT"
"LIMST","1923","JAN"
"LIMST","1923","FEB"
"LIMST","1923","MAR"
"LIMST","1923","APR"
"LIMST","1923","MAY"
"LIMST","1923","JUN"
"LIMST","1923","JUL"
"LIMST","1923","AUG"
"LIMST","1923","SEP"
"LIMST","1923","OCT"
"LIMST","1923","NOV"
"LIMST","1923","DEC"
"LIMST","1924","JAN"
"LIMST","1924","FEB"
"LIMST","1924","MAR"
"LIMST","1924","APR"
"LIMST","1924","MAY"
"LIMST","1924","JUN"
"LIMST","1924","JUL"
"LIMST","1924","AUG"
"LIMST","1924","SEP"
"LIMST","1924","OCT"
"LIMST","1924","NOV"
"LIMST","1924","DEC"
"LIMST","1925","JAN"
"LIMST","1925","FEB"
"LIMST","1925","MAR"
"LIMST","1925","APR"
"LIMST","1925","MAY"
"LIMST","1925","JUN"
"LIMST","1925","JUL"
"LIMST","1925","AUG"
"LIMST","1925","SEP"
"LIMST","1925","OCT"
"LIMST","1925","NOV"
"LIMST","1925","DEC"
"LIMST","1926","JAN"
"LIMST","1926","FEB"
"LIMST","1926","MAR"
"LIMST","1926","APR"
"LIMST","1926","MAY"
"LIMST","1926","JUN"
"LIMST","1926","JUL"
"LIMST","1926","AUG"
"LIMST","1926","SEP"
"LIMST","1926","OCT"
"LIMST","1926","NOV"
"LIMST","1926","DEC"
"LIMST","1927","JAN"
"LIMST","1927","FEB"
"LIMST","1927","MAR"
"LIMST","1927","APR"
"LIMST","1927","MAY"
"LIMST","1927","JUN"
"LIMST","1927","JUL"
"LIMST","1927","AUG"
"LIMST","1927","SEP"
"LIMST","1927","OCT"
"LIMST","1927","NOV"
"LIMST","1927","DEC"
"LIMST","1928","JAN"
"LIMST","1928","FEB"
"LIMST","1928","MAR"
"LIMST","1928","APR"
"LIMST","1928","MAY"
"LIMST","1928","JUN"
"LIMST","1928","JUL"
"LIMST","1928","AUG"
"LIMST","1928","SEP"
"LIMST","1928","OCT"
"LIMST","1928","NOV"
"LIMST","1928","DEC"
"LIMST","1929","JAN"
"LIMST","1929","FEB"
"LIMST","1929","MAR"
"LIMST","1929","APR"
"LIMST","1929","MAY"
"LIMST","1929","JUN"
"LIMST","1929","JUL"
"LIMST","1929","AUG"
"LIMST","1929","SEP"
"LIMST","1929","OCT"
"LIMST","1929","NOV"
"LIMST","1929","DEC"
"LIMST","1930","JAN"
"LIMST","1930","FEB"
"LIMST","1930","MAR"
"LIMST","1930","APR"
"LIMST","1930","MAY"
"LIMST","1930","JUN"
"LIMST","1930","JUL"
"LIMST","1930","AUG"
"LIMST","1930","SEP"
"LIMST","1930","OCT"
"LIMST","1930","NOV"
"LIMST","1930","DEC"
"LIMST","1931","JAN"
"LIMST","1931","FEB"
"LIMST","1931","MAR"
"LIMST","1931","APR"
"LIMST","1931","MAY"
"LIMST","1931","JUN"
"LIMST","1931","JUL"
"LIMST","1931","AUG"
"LIMST","1931","SEP"
"LIMST","1931","OCT"
"LIMST","1931","NOV"
"LIMST","1931","DEC"
"LIMST","1932","JAN"
"LIMST","1932","FEB"
"LIMST","1932","MAR"
"LIMST","1932","APR"
"LIMST","1932","MAY"
"LIMST","1932","JUN"
"LIMST","1932","JUL"
"LIMST","1932","AUG"
"LIMST","1932","SEP"
"LIMST","1932","OCT"
"LIMST","1932","NOV"
"LIMST","1932","DEC"
"LIMST","1933","JAN"
"LIMST","1933","FEB"
"LIMST","1933","MAR"
"LIMST","1933","APR"
"LIMST","1933","MAY"
"LIMST","1933","JUN"
"LIMST","1933","JUL"
"LIMST","1933","AUG"
"LIMST","1933","SEP"
"LIMST","1933","OCT"
"LIMST","1933","NOV"
"LIMST","1933","DEC"
"LIMST","1934","JAN"
"LIMST","1934","FEB"
"LIMST","1934","MAR"
"LIMST","1934","APR"
"LIMST","1934","MAY"
"LIMST","1934","JUN"
"LIMST","1934","JUL"
"LIMST","1934","AUG"
"LIMST","1934","SEP"
"LIMST","1934","OCT"
"LIMST","1934","NOV"
"LIMST","1934","DEC"
"LIMST","1935","JAN"
"LIMST","1935","FEB"
"LIMST","1935","MAR"
"LIMST","1935","APR"
"LIMST","1935","MAY"
"LIMST","1935","JUN"
"LIMST","1935","JUL"
"LIMST","1935","AUG"
"LIMST","1935","SEP"
"LIMST","1935","OCT"
"LIMST","1935","NOV"
"LIMST","1935","DEC"
"LIMST","1936","JAN"
"LIMST","1936","FEB"
"LIMST","1936","MAR"
"LIMST","1936","APR"
"LIMST","1936","MAY"
"LIMST","1936","JUN"
"LIMST","1936","JUL"
"LIMST","1936","AUG"
"LIMST","1936","SEP"
"LIMST","1936","OCT"
"LIMST","1936","NOV"
"LIMST","1936","DEC"
"LIMST","1937","JAN"
"LIMST","1937","FEB"
"LIMST","1937","MAR"
"LIMST","1937","APR"
"LIMST","1937","MAY"
"LIMST","1937","JUN"
"LIMST","1937","JUL"
"LIMST","1937","AUG"
"LIMST","1937","SEP"
"LIMST","1937","OCT"
"LIMST","1937","NOV"
"LIMST","1937","DEC"
"LIMST","1938","JAN"
"LIMST","1938","FEB"
"LIMST","1938","MAR"
"LIMST","1938","APR"
"LIMST","1938","MAY"
"LIMST","1938","JUN"
"LIMST","1938","JUL"
"LIMST","1938","AUG"
"LIMST","1938","SEP"
"LIMST","1938","OCT"
"LIMST","1938","NOV"
"LIMST","1938","DEC"
"LIMST","1939","JAN"
"LIMST","1939","FEB"
"LIMST","1939","MAR"
"LIMST","1939","APR"
"LIMST","1939","MAY"
"LIMST","1939","JUN"
"LIMST","1942","MAY"
"LIMST","1942","JUN"
"LIMST","1949","DEC"
"LIMST","1950","JAN"
"LIMST","1950","FEB"
"LIMST","1950","MAR"
"LIMST","1950","APR"
"LIMST","1950","MAY"
"LIMST","1950","JUN"
"LIMST","1950","JUL"
"LIMST","1950","AUG"
"LIMST","1950","SEP"
"LIMST","1950","OCT"
"LIMST","1950","NOV"
"LIMST","1950","DEC"
"LIMST","1951","JAN"
"LIMST","1951","FEB"
"LIMST","1951","MAR"
"LIMST","1951","APR"
"LIMST","1951","MAY"
"LIMST","1951","JUN"
"LIMST","1951","JUL"
"LIMST","1951","AUG"
"LIMST","1951","SEP"
"LIMST","1951","OCT"
"LIMST","1951","NOV"
"LIMST","1951","DEC"
"LIMST","1952","JAN"
"LIMST","1952","FEB"
"LIMST","1952","MAR"
"LIMST","1952","APR"
"LIMST","1952","MAY"
"LIMST","1952","JUN"
"LIMST","1952","JUL"
"LIMST","1952","AUG"
"LIMST","1952","SEP"
"LIMST","1952","OCT"
"LIMST","1952","NOV"
"LIMST","1952","DEC"
"LIMST","1953","JAN"
"LIMST","1953","FEB"
"LIMST","1953","MAR"
"LIMST","1953","APR"
"LIMST","1953","MAY"
"LIMST","1953","JUN"
"LIMST","1953","JUL"
"LIMST","1953","AUG"
"LIMST","1953","SEP"
"LIMST","1953","OCT"
"LIMST","1953","NOV"
"LIMST","1953","DEC"
"LIMST","1954","JAN"
"LIMST","1954","FEB"
"LIMST","1954","MAR"
"LIMST","1954","APR"
"LIMST","1954","MAY"
"LIMST","1954","JUN"
"LIMST","1954","JUL"
"LIMST","1954","AUG"
"LIMST","1954","SEP"
"LIMST","1954","OCT"
"LIMST","1954","NOV"
"LIMST","1954","DEC"
"LIMST","1955","JAN"
"LIMST","1955","FEB"
"LIMST","1955","MAR"
"LIMST","1955","JUL"
"LIMST","1955","AUG"
"LIMST","1955","SEP"
"LIMST","1955","OCT"
"LIMST","1955","NOV"
"LIMST","1955","DEC"
"LIMST","1956","JAN"
"LIMST","1956","FEB"
"LIMST","1956","MAR"
"LIMST","1956","APR"
"LIMST","1956","MAY"
"LIMST","1956","JUN"
"LIMST","1956","JUL"
"LIMST","1956","AUG"
"LIMST","1956","SEP"
"LIMST","1956","OCT"
"LIMST","1956","NOV"
"LIMST","1956","DEC"
"LIMST","1957","JAN"
"LIMST","1957","FEB"
"LIMST","1957","MAR"
"LIMST","1957","APR"
"LIMST","1957","MAY"
"LIMST","1957","JUN"
"LIMST","1957","JUL"
"LIMST","1957","AUG"
"LIMST","1957","SEP"
"LIMST","1957","OCT"
"LIMST","1957","NOV"
"LIMST","1957","DEC"
"LIMST","1958","JAN"
"LIMST","1958","FEB"
"LIMST","1958","MAR"
"LIMST","1958","APR"
"LIMST","1958","MAY"
"LIMST","1958","JUN"
"LIMST","1958","JUL"
"LIMST","1958","AUG"
"LIMST","1958","SEP"
"LIMST","1958","OCT"
"LIMST","1958","NOV"
"LIMST","1958","DEC"
"LIMST","1959","FEB"
"LIMST","1959","MAR"
"LIMST","1959","APR"
"LIMST","1959","MAY"
"LIMST","1959","JUN"
"LIMST","1959","JUL"
"LIMST","1959","AUG"
"LIMST","1959","SEP"
"LIMST","1959","OCT"
"LIMST","1959","NOV"
"LIMST","1959","DEC"
"LIMST","1960","JAN"
"LIMST","1960","FEB"
"LIMST","1960","MAR"
"LIMST","1960","APR"
"LIMST","1960","MAY"
"LIMST","1960","JUN"
"LIMST","1960","JUL"
"LIMST","1960","AUG"
"LIMST","1960","SEP"
"LIMST","1960","OCT"
"LIMST","1960","NOV"
"LIMST","1960","DEC"
"LIMST","1961","JAN"
"LIMST","1961","FEB"
"LIMST","1961","MAR"
"LIMST","1961","APR"
"LIMST","1961","MAY"
"LIMST","1961","JUN"
"LIMST","1961","JUL"
"LIMST","1961","AUG"
"LIMST","1961","SEP"
"LIMST","1961","OCT"
"LIMST","1961","NOV"
"LIMST","1961","DEC"
"LIMST","1962","JAN"
"LIMST","1962","FEB"
"LIMST","1962","MAR"
"LIMST","1962","APR"
"LIMST","1962","MAY"
"LIMST","1962","JUN"
"LIMST","1962","JUL"
"LIMST","1962","AUG"
"LIMST","1962","SEP"
"LIMST","1962","OCT"
"LIMST","1962","NOV"
"LIMST","1962","DEC"
"LIMST","1963","JAN"
"LIMST","1963","FEB"
"LIMST","1963","MAR"
"LIMST","1963","APR"
"LIMST","1963","MAY"
"LIMST","1963","JUN"
"LIMST","1963","JUL"
"LIMST","1963","AUG"
"LIMST","1963","SEP"
"LIMST","1963","OCT"
"LIMST","1963","NOV"
"LIMST","1963","DEC"
"LIMST","1964","JAN"
"LIMST","1964","FEB"
"LIMST","1964","MAR"
"LIMST","1964","APR"
"LIMST","1964","MAY"
"LIMST","1976","MAY"
"LIMST","1976","JUN"
"LIMST","1981","DEC"
"LIMST","1991","JUN"
"LIMST","1992","JUN"
"LIMST","1992","OCT"
"LIMST","1993","JUN"
"MUHLE","1942","MAY"
"MUHLE","1942","JUN"
"MUHLE","1953","JAN"
"MUHLE","1955","MAR"
"MUHLE","1956","OCT"
"MUHLE","1958","MAY"
"MUHLE","1992","JUN"
"MUHLE","1992","OCT"
"MUHLE","1993","APR"
"MUHLE","1999","JAN"
"MUHLE","2008","OCT"
"NE","1942","MAY"
"NE","1942","JUN"
"NE","1949","JUN"
"NE","1950","AUG"
"NE","1950","SEP"
"NE","1950","OCT"
"NE","1950","NOV"
"NE","1950","DEC"
"NE","1951","JAN"
"NE","1951","FEB"
"NE","1951","MAR"
"NE","1951","APR"
"NE","1951","MAY"
"NE","1951","JUN"
"NE","1951","JUL"
"NE","1951","AUG"
"NE","1951","SEP"
"NE","1951","OCT"
"NE","1951","NOV"
"NE","1951","DEC"
"NE","1952","JAN"
"NE","1952","FEB"
"NE","1952","MAR"
"NE","1952","APR"
"NE","1952","MAY"
"NE","1952","JUN"
"NE","1952","JUL"
"NE","1952","AUG"
"NE","1952","SEP"
"NE","1952","OCT"
"NE","1952","NOV"
"NE","1952","DEC"
"NE","1953","JAN"
"NE","1953","FEB"
"NE","1953","MAR"
"NE","1953","APR"
"NE","1953","MAY"
"NE","1953","JUN"
"NE","1953","JUL"
"NE","1953","AUG"
"NE","1953","SEP"
"NE","1953","OCT"
"NE","1953","NOV"
"NE","1953","DEC"
"NE","1954","JAN"
"NE","1954","FEB"
"NE","1954","MAR"
"NE","1954","APR"
"NE","1954","MAY"
"NE","1954","JUN"
"NE","1954","JUL"
"NE","1954","AUG"
"NE","1954","SEP"
"NE","1954","OCT"
"NE","1954","NOV"
"NE","1954","DEC"
"NE","1955","JAN"
"NE","1955","FEB"
"NE","1955","MAR"
"NE","1955","JUL"
"NE","1955","AUG"
"NE","1955","SEP"
"NE","1955","OCT"
"NE","1955","NOV"
"NE","1955","DEC"
"NE","1956","JAN"
"NE","1956","FEB"
"NE","1956","MAR"
"NE","1956","APR"
"NE","1956","MAY"
"NE","1956","JUN"
"NE","1956","JUL"
"NE","1956","AUG"
"NE","1956","SEP"
"NE","1956","OCT"
"NE","1956","NOV"
"NE","1956","DEC"
"NE","1957","JAN"
"NE","1957","FEB"
"NE","1957","MAR"
"NE","1957","APR"
"NE","1957","MAY"
"NE","1957","OCT"
"NE","1957","NOV"
"NE","1957","DEC"
"NE","1958","MAY"
"NE","1992","JUN"
"NE","1992","AUG"
"NE","1992","SEP"
"NE","1993","APR"
"NE","1993","JUN"
"NE","2003","JAN"
"NE","2005","MAR"
"NW","1935","OCT"
"NW","1942","MAY"
"NW","1942","JUN"
"NW","1953","JAN"
"NW","1955","MAR"
"NW","1955","DEC"
"NW","1956","SEP"
"NW","1956","OCT"
"NW","1957","MAY"
"NW","1958","MAY"
"NW","1981","APR"
"NW","1981","MAY"
"NW","1991","JUN"
"NW","1992","JUN"
"NW","1992","OCT"
"NW","1993","APR"
"NW","2009","JUL"
"NW","2009","AUG"
"PARKE","1949","JUN"
"PARKE","1953","JAN"
"PARKE","1956","NOV"
"PARKE","1957","MAY"
"PARKE","1958","MAY"
"PARKE","1959","APR"
"PARKE","1977","JUN"
"PARKE","1977","JUL"
"PARKE","1977","AUG"
"PARKE","1977","SEP"
"PARKE","1977","OCT"
"PARKE","1980","OCT"
"PARKE","1980","NOV"
"PARKE","1981","MAR"
"PARKE","1992","OCT"
"PARKE","1992","NOV"
"PARKE","1993","DEC"
"PARKE","2003","JAN"
"PARKE","2004","SEP"
"PARKE","2012","JUL"
"PAST3","1923","JAN"
"PAST3","1923","FEB"
"PAST3","1923","MAR"
"PAST3","1923","APR"
"PAST3","1923","MAY"
"PAST3","1923","JUN"
"PAST3","1923","JUL"
"PAST3","1923","AUG"
"PAST3","1923","SEP"
"PAST3","1923","OCT"
"PAST3","1923","NOV"
"PAST3","1923","DEC"
"PAST3","1924","JAN"
"PAST3","1924","FEB"
"PAST3","1924","MAR"
"PAST3","1924","APR"
"PAST3","1924","MAY"
"PAST3","1924","JUN"
"PAST3","1924","JUL"
"PAST3","1924","AUG"
"PAST3","1924","SEP"
"PAST3","1924","OCT"
"PAST3","1924","NOV"
"PAST3","1924","DEC"
"PAST3","1925","JAN"
"PAST3","1925","FEB"
"PAST3","1925","MAR"
"PAST3","1925","APR"
"PAST3","1925","MAY"
"PAST3","1925","JUN"
"PAST3","1925","JUL"
"PAST3","1925","AUG"
"PAST3","1925","SEP"
"PAST3","1925","OCT"
"PAST3","1925","NOV"
"PAST3","1925","DEC"
"PAST3","1926","JAN"
"PAST3","1926","FEB"
"PAST3","1926","MAR"
"PAST3","1926","APR"
"PAST3","1926","MAY"
"PAST3","1926","JUN"
"PAST3","1926","JUL"
"PAST3","1926","AUG"
"PAST3","1926","SEP"
"PAST3","1926","OCT"
"PAST3","1926","NOV"
"PAST3","1926","DEC"
"PAST3","1927","JAN"
"PAST3","1927","FEB"
"PAST3","1927","MAR"
"PAST3","1927","APR"
"PAST3","1927","MAY"
"PAST3","1927","JUN"
"PAST3","1927","JUL"
"PAST3","1927","AUG"
"PAST3","1927","SEP"
"PAST3","1927","OCT"
"PAST3","1927","NOV"
"PAST3","1927","DEC"
"PAST3","1928","JAN"
"PAST3","1928","FEB"
"PAST3","1928","MAR"
"PAST3","1928","APR"
"PAST3","1928","MAY"
"PAST3","1928","JUN"
"PAST3","1928","JUL"
"PAST3","1928","AUG"
"PAST3","1928","SEP"
"PAST3","1928","OCT"
"PAST3","1928","NOV"
"PAST3","1928","DEC"
"PAST3","1929","JAN"
"PAST3","1929","FEB"
"PAST3","1929","MAR"
"PAST3","1929","APR"
"PAST3","1929","MAY"
"PAST3","1929","JUN"
"PAST3","1929","JUL"
"PAST3","1929","AUG"
"PAST3","1929","SEP"
"PAST3","1929","OCT"
"PAST3","1929","NOV"
"PAST3","1929","DEC"
"PAST3","1930","JAN"
"PAST3","1930","FEB"
"PAST3","1930","MAR"
"PAST3","1930","APR"
"PAST3","1930","MAY"
"PAST3","1930","JUN"
"PAST3","1930","JUL"
"PAST3","1930","AUG"
"PAST3","1930","SEP"
"PAST3","1930","OCT"
"PAST3","1930","NOV"
"PAST3","1930","DEC"
"PAST3","1931","JAN"
"PAST3","1931","FEB"
"PAST3","1931","MAR"
"PAST3","1931","APR"
"PAST3","1931","MAY"
"PAST3","1931","JUN"
"PAST3","1931","JUL"
"PAST3","1931","AUG"
"PAST3","1931","SEP"
